time_millisecond,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,1,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,2,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,3,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,4,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,5,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,6,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,7,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,8,27,30,30,0,0
1407103,0.9973693,1,1,300,1000,4,30,1.3,15,9,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,10,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,11,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,12,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,13,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,14,27,30,30,0,0
1408110,0.539803,1,1,300,1000,4,30,1.3,15,15,27,30,30,0,0
1411122,0.6055924,1,1,300,1000,4,30,1.3,15,15,28,30,30,0,0
1414139,0.5605268,1,1,300,1000,4,30,1.3,15,15,29,30,30,0,0
1416148,0.6648032,1,1,300,1000,4,30,1.3,15,15,30,30,30,0,0
1419164,0.674014,1,1,300,1000,4,30,1.3,15,14,32,30,30,0,0
1419164,0.674014,1,1,300,1000,4,30,1.3,15,15,32,30,30,0,0
1420170,0.6391454,1,1,300,1000,4,30,1.3,15,15,33,30,30,0,0
1421178,0.6486848,1,1,300,1000,4,30,1.3,15,15,34,30,30,0,0
1423183,0.8036191,1,1,300,1000,4,30,1.3,15,15,35,30,30,0,0
1424189,0.9029614,1,1,300,1000,4,30,1.3,15,15,36,30,30,0,0
1425193,0.9631586,1,1,300,1000,4,30,1.3,15,15,37,30,30,0,0
1427205,0.9404612,1,1,300,1000,4,30,1.3,15,15,38,30,30,0,0
1428208,0.9003297,1,1,300,1000,4,30,1.3,15,15,39,30,30,0,0
1436251,0.8598691,1,1,300,1000,4,30,1.3,15,15,40,30,30,0,0
1437256,0.9523034,1,1,300,1000,4,30,1.3,15,15,41,30,30,0,0
1438259,1,1,1,300,1000,4,30,1.3,15,15,42,30,30,0,0
1462378,1,1,1,300,1000,5,30,1.3,15,0,57,30,30,0,0
1462378,1,1,1,300,1000,5,30,1.3,22,0,57,30,30,0,0
1462378,1,1,1,300,1000,5,83,1.3,22,0,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,1,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,2,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,3,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,4,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,5,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,6,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,7,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,8,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,9,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,10,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,11,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,12,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,13,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,14,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,15,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,16,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,17,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,18,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,19,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,20,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,21,57,30,30,0,0
1472386,1,1,1,300,1000,5,83,1.3,22,22,57,30,30,0,0
1475399,1,1,1,300,1000,5,83,1.3,22,22,58,30,30,0,0
1476406,1,1,1,300,1000,5,83,1.3,22,21,60,30,30,0,0
1476406,1,1,1,300,1000,5,83,1.3,22,22,60,30,30,0,0
1477413,1,1,1,300,1000,5,83,1.3,22,21,62,30,30,0,0
1477413,1,1,1,300,1000,5,83,1.3,22,22,62,30,30,0,0
1479423,1,1,1,300,1000,5,83,1.3,22,22,63,30,30,0,0
1481428,1,1,1,300,1000,5,83,1.3,22,22,64,30,30,0,0
1482436,1,1,1,300,1000,5,83,1.3,22,22,65,30,30,0,0
1485448,1,1,1,300,1000,5,83,1.3,22,22,66,30,30,0,0
1487465,1,1,1,300,1000,5,83,1.3,22,22,67,30,30,0,0
1489478,1,1,1,300,1000,5,83,1.3,22,22,68,30,30,0,0
1490475,1,1,1,300,1000,5,83,1.3,22,22,69,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,16,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,17,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,18,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,19,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,20,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,21,76,30,30,0,0
1493515,1,1,1,300,1000,5,83,1.3,22,22,76,30,30,0,0
1498524,1,1,1,300,1000,5,83,1.3,22,22,77,30,30,0,0
1501542,1,1,1,300,1000,5,83,1.3,22,22,78,30,30,0,0
1502540,1,1,1,300,1000,5,83,1.3,22,21,80,30,30,0,0
1502540,1,1,1,300,1000,5,83,1.3,22,22,80,30,30,0,0
1503541,1,1,1,300,1000,5,83,1.3,22,22,81,30,30,0,0
1506560,1,1,1,300,1000,5,83,1.3,22,22,82,30,30,0,0
1509579,1,1,1,300,1000,5,83,1.3,22,21,84,30,30,0,0
1509579,1,1,1,300,1000,5,83,1.3,22,22,84,30,30,0,0
1512592,1,1,1,300,1000,5,83,1.3,22,22,85,30,30,0,0
1516612,1,1,1,300,1000,5,83,1.3,22,22,86,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,17,92,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,18,92,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,19,92,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,20,92,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,21,92,30,30,0,0
1517616,1,1,1,300,1000,5,83,1.3,22,22,92,30,30,0,0
1519624,1,1,1,300,1000,5,83,1.3,22,22,93,30,30,0,0
1523640,1,1,1,300,1000,5,83,1.3,22,22,94,30,30,0,0
1525653,1,1,1,300,1000,5,83,1.3,22,22,95,30,30,0,0
1529672,1,1,1,300,1000,5,83,1.3,22,22,96,30,30,0,0
1533694,1,1,1,300,1000,5,83,1.3,22,22,96,30,30,1,0
1535702,1,1,1,300,1000,5,83,1.3,22,22,97,30,30,1,0
1540727,1,1,1,300,1000,5,83,1.3,22,22,98,30,30,1,0
1540727,1,1,1,300,1000,5,83,1.3,22,22,98,30,30,1,0
1542745,1,1,1,300,1000,5,83,1.3,22,21,100,30,30,1,0
1542745,1,1,1,300,1000,5,83,1.3,22,22,100,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,16,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,17,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,18,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,19,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,20,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,21,107,30,30,1,0
1546780,1,1,1,300,1000,5,83,1.3,22,22,107,30,30,1,0
1548779,1,1,1,300,1000,5,83,1.3,22,22,108,30,30,1,0
1549783,1,1,1,300,1000,5,83,1.3,22,22,109,30,30,1,0
1551778,1,1,1,300,1000,5,83,1.3,22,22,110,30,30,1,0
1552786,1,1,1,300,1000,5,83,1.3,22,22,111,30,30,1,0
1557815,1,1,1,300,1000,5,83,1.3,22,22,112,30,30,1,0
1559826,1,1,1,300,1000,5,83,1.3,22,21,114,30,30,1,0
1559826,1,1,1,300,1000,5,83,1.3,22,22,114,30,30,1,0
1561844,1,1,1,300,1000,5,83,1.3,22,22,115,30,30,1,0
1562835,1,1,1,300,1000,5,83,1.3,22,22,116,30,30,1,0
1563848,1,1,1,300,1000,5,83,1.3,22,21,118,30,30,1,0
1563848,1,1,1,300,1000,5,83,1.3,22,22,118,30,30,1,0
1593999,1,1,1,300,1000,5,83,1.3,22,7,133,30,30,0,0
1605048,0.4290167,1,1,300,1000,6,83,1.3,22,0,140,30,30,0,0
1605048,0.4290167,1,1,300,1000,6,83,1.3,33,0,140,30,30,0,0
1605048,0.4290167,1,1,300,1000,6,312,1.3,33,0,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,1,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,2,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,3,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,4,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,5,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,6,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,7,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,8,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,9,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,10,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,11,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,12,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,13,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,14,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,15,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,16,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,17,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,18,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,19,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,20,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,21,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,22,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,23,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,24,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,25,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,26,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,27,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,28,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,29,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,30,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,31,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,32,140,30,30,0,0
1615051,0.4727664,1,1,300,1000,6,312,1.3,33,33,140,30,30,0,0
1621078,0.6174086,1,1,300,1000,6,312,1.3,33,32,142,30,30,0,0
1621078,0.6174086,1,1,300,1000,6,312,1.3,33,33,142,30,30,0,0
1623087,0.441516,1,1,300,1000,6,312,1.3,33,33,143,30,30,0,0
1627109,0.7544627,1,1,300,1000,6,312,1.3,33,33,144,30,30,0,0
1628116,0.8696411,1,1,300,1000,6,312,1.3,33,33,145,30,30,0,0
1629119,0.9513376,1,1,300,1000,6,312,1.3,33,33,146,30,30,0,0
1630136,1,1,1,300,1000,6,312,1.3,33,33,147,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,28,153,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,29,153,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,30,153,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,31,153,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,32,153,30,30,0,0
1633173,1,1,1,300,1000,6,312,1.3,33,33,153,30,30,0,0
1635155,1,1,1,300,1000,6,312,1.3,33,32,155,30,30,0,0
1635155,1,1,1,300,1000,6,312,1.3,33,33,155,30,30,0,0
1636160,0.919641,1,1,300,1000,6,312,1.3,33,33,156,30,30,0,0
1637166,0.8598194,1,1,300,1000,6,312,1.3,33,33,157,30,30,0,0
1639177,0.7276765,1,1,300,1000,6,312,1.3,33,32,159,30,30,0,0
1639177,0.7276765,1,1,300,1000,6,312,1.3,33,33,159,30,30,0,0
1640176,0.6857119,1,1,300,1000,6,312,1.3,33,32,161,30,30,0,0
1640176,0.6857119,1,1,300,1000,6,312,1.3,33,33,161,30,30,0,0
1641182,0.6602655,1,1,300,1000,6,312,1.3,33,33,162,30,30,0,0
1645218,0.7428554,1,1,300,1000,6,312,1.3,33,33,163,30,30,0,0
1646215,0.7258909,1,1,300,1000,6,312,1.3,33,33,164,30,30,0,0
1647211,0.6892836,1,1,300,1000,6,312,1.3,33,33,165,30,30,0,0
1648217,0.6888373,1,1,300,1000,6,312,1.3,33,33,166,30,30,0,0
1649225,0.7165158,1,1,300,1000,6,312,1.3,33,32,168,30,30,0,0
1649225,0.7165158,1,1,300,1000,6,312,1.3,33,33,168,30,30,0,0
1650230,0.7745516,1,1,300,1000,6,312,1.3,33,32,170,30,30,0,0
1650230,0.7745516,1,1,300,1000,6,312,1.3,33,33,170,30,30,0,0
1651230,0.8424088,1,1,300,1000,6,312,1.3,33,33,171,30,30,0,0
1652247,0.8691946,1,1,300,1000,6,312,1.3,33,33,172,30,30,0,0
1653250,0.8656232,1,1,300,1000,6,312,1.3,33,32,174,30,30,0,0
1653250,0.8656232,1,1,300,1000,6,312,1.3,33,33,174,30,30,0,0
1654259,0.8040161,1,1,300,1000,6,312,1.3,33,33,175,30,30,0,0
1655270,0.7526771,1,1,300,1000,6,312,1.3,33,33,176,30,30,0,0
1656266,0.7129446,1,1,300,1000,6,312,1.3,33,33,177,30,30,0,0
1657263,0.695534,1,1,300,1000,6,312,1.3,33,32,179,30,30,0,0
1657263,0.695534,1,1,300,1000,6,312,1.3,33,33,179,30,30,0,0
1660277,0.8290161,1,1,300,1000,6,312,1.3,33,33,180,30,30,0,0
1661288,0.8616055,1,1,300,1000,6,312,1.3,33,33,181,30,30,0,0
1662294,0.8415163,1,1,300,1000,6,312,1.3,33,33,182,30,30,0,0
1663303,0.8267841,1,1,300,1000,6,312,1.3,33,33,183,30,30,0,0
1667319,0.72857,1,1,300,1000,6,312,1.3,33,33,184,30,30,0,0
1669320,0.7638375,1,1,300,1000,6,312,1.3,33,33,185,30,30,0,0
1670325,0.7968732,1,1,300,1000,6,312,1.3,33,33,186,30,30,0,0
1672353,1,1,1,300,1000,6,312,1.3,33,33,187,30,30,0,0
1675366,1,1,1,300,1000,6,312,1.3,33,33,188,30,30,0,0
